BTS ASCII format															
															
Type:         	Emg tracks														
Measure unit: 	mV														
															
Tracks:       	14														
Frequency:    	1000 [Hz]														
Frames:       	11111														
Start time:   	0														
															
 Frame	  Time  	Right Rectus femoris  	Right Vastus medialis  	Right Vastus lateralis  	Right Tibialis anterior  	Right Biceps femoris caput longus  	Right Semitendinosus  	Right Gastrocnemius medialis  	Right Gastrocnemius lateralis  	Right Peroneus longus  	Right Soleus  	Right Erector spinae ileocostalis  	Right Tensor fasciae latae  	Right Gluteus maximus  	Right Gluteus medius
2617	2.617	0.0394	0.0106	0.0951	0.0005	0.0173	0.0004	0.0064	0.026	0.0104	0.0076	0.0094	-0.0198	-0.0002	0.0018
2618	2.618	0.024	-0.029	0.1075	-0.0038	0.0109	-0.0013	0.0091	0.0057	-0.0076	0.0219	-0.0017	-0.0134	-0.001	-0.0021
2619	2.619	0.0138	-0.0876	0.0499	-0.0001	0.0284	0.0055	-0.002	-0.0242	0.0023	0.0052	-0.0077	-0.0189	0.0064	0.0009
2620	2.62	-0.0141	-0.0642	0.0395	-0.0079	0.0548	0.0063	-0.0159	-0.0122	0.0053	-0.006	-0.0021	-0.0051	0.0052	0.0027
2621	2.621	-0.0662	-0.0144	0.0679	-0.0007	0.0499	-0.0031	-0.0029	-0.0085	0.0134	-0.0161	-0.0003	0.008	0.0023	0.0015
2622	2.622	-0.116	0.018	0.1282	-0.0092	0.0278	-0.002	-0.0079	-0.0182	0.0111	0.0119	0.0013	-0.0003	0.008	0.0066
2623	2.623	-0.1482	0.0474	0.1672	-0.006	0.0318	-0.0097	-0.0064	0.0026	0.0177	-0.016	0.0027	0.0074	0.0148	0.0012
2624	2.624	-0.1307	0.0527	0.0604	-0.0008	0.0211	-0.0002	-0.0023	-0.0056	0.0034	-0.0125	0.0089	0.0089	0.0081	-0.0026
2625	2.625	-0.0614	0.0481	-0.0466	-0.0036	-0.0153	0.0035	-0.0035	-0.0229	-0.0172	0.0106	-0.0014	-0.0023	0.0037	-0.0045
2626	2.626	-0.0141	0.0525	-0.1162	0.0075	-0.02	0.0138	0.0043	-0.0073	-0.0255	-0.0042	-0.0083	0.0055	0.0072	-0.0075
2627	2.627	0.029	0.0487	-0.0279	0.0029	-0.0332	0.0152	0.0073	-0.0052	-0.0084	-0.0122	0.0106	0.0125	0.0078	-0.0124
2628	2.628	0.0367	0.0595	0.0065	-0.0124	-0.0854	0.0089	0.0045	-0.0108	0.0031	-0.0097	0.0079	0.0139	0.0019	-0.0167
2629	2.629	0.0294	0.0498	-0.0039	0.0017	-0.0642	0.0121	0.0003	0.0146	0.0336	0.0107	0.0006	0.0131	0.0025	-0.0164
2630	2.63	0.0229	0.029	0.0621	0.0035	-0.0451	0.011	-0.0035	0.0181	0.0908	0.0299	-0.0016	0.0017	0.0089	-0.0129
2631	2.631	-0.0064	0.0154	0.1739	-0.0015	-0.016	0.0195	-0.0113	0.0152	0.0516	0.0226	-0.0036	-0.0057	0.0046	-0.0061
2632	2.632	-0.0013	0.0178	0.1276	0	-0.011	0.0045	-0.0123	0.0363	-0.0265	-0.011	0.002	-0.018	0.0084	-0.0032
2633	2.633	0.0229	0.0112	0.0856	0.004	0.0521	-0.0056	-0.0058	0.0505	-0.016	0.0325	0.0139	-0.0229	0.0133	-0.0041
2634	2.634	0.0184	0.0052	0.0474	0.0028	0.1815	-0.0075	0.0037	0.0485	-0.0253	0.0151	0.0369	-0.0058	0.0228	0.0037
2635	2.635	-0.0257	0.0071	-0.0107	0.0017	0.237	-0.016	0.0049	0.024	0.0007	-0.0114	0.0401	0.001	0.0133	-0.0036
2636	2.636	-0.0201	0.002	-0.0634	-0.0013	0.2202	-0.0022	-0.0029	0.0079	0.0714	-0.0065	0.0131	-0.0173	0.0123	-0.0009
2637	2.637	0.0064	-0.0025	-0.0925	-0.0022	0.1438	0.0108	-0.006	0.0231	0.1378	-0.002	0.0022	-0.0148	0.0069	0.0017
2638	2.638	0.0206	-0.0066	-0.1534	0.0073	0.0743	0.0091	0.0043	-0.0068	0.1291	-0.0219	0.0054	-0.0169	-0.0002	0.0025
2639	2.639	0.0073	-0.0255	-0.2556	0.0085	-0.1152	-0.0109	0.003	-0.0104	0.0272	-0.0183	0.0082	-0.0104	-0.0026	0.0104
2640	2.64	-0.0047	-0.0281	-0.1587	0.0029	-0.3591	-0.0191	0.0018	0.0227	-0.0423	-0.0018	0.0108	-0.0045	0.0018	0.0074
2641	2.641	-0.0013	-0.0256	-0.0708	-0.0001	-0.2608	-0.0264	0.005	0.0186	-0.1054	-0.0046	-0.0066	0.0007	-0.0032	0.0048
2642	2.642	0.0019	-0.032	-0.0825	-0.0065	-0.1715	-0.0243	0.0122	0.0467	-0.2089	-0.0128	-0.0179	0.0085	-0.0009	-0.0028
2643	2.643	0.029	-0.0176	-0.0514	-0.009	-0.1445	-0.0223	0.0114	0.0288	-0.0561	-0.0153	-0.0038	0.0155	-0.0023	0.0025
2644	2.644	0.0398	-0.0194	-0.0418	-0.0068	-0.0708	0.0056	0.0105	-0.014	-0.0764	-0.0266	-0.0169	0.0017	0.0067	-0.0001
2645	2.645	0.043	-0.0109	0.0013	-0.0048	-0.0485	0.0094	0.0098	-0.1021	-0.058	-0.0083	-0.0186	-0.0038	0.0156	0.0008
2646	2.646	0.0221	-0.0155	0.0402	0.0035	0.0531	-0.0015	0.0049	-0.0895	-0.0413	0.0038	-0.0263	0.0115	0.0126	0.0062
2647	2.647	0.0084	-0.0141	0.047	0.0045	0.0345	0.0083	0.0143	-0.0318	-0.0261	0.0331	-0.0445	0.0136	0.0075	0.0112
2648	2.648	0.0107	-0.0029	0.066	-0.0092	0.0176	0.0111	-0.0039	-0.0006	-0.012	0.0213	-0.0569	0.0155	0.0085	0.0097
2649	2.649	-0.005	0.0016	0.1066	0.0001	0.0326	0.0138	-0.0163	0.0089	-0.0496	0.0033	-0.0323	0.0172	0.0129	0.0103
2650	2.65	-0.0111	-0.011	0.0478	0.0086	0.0184	0.0014	-0.0097	0.0177	-0.084	-0.0198	-0.0159	0.0003	0.0245	0.0078
2651	2.651	-0.0018	-0.0095	-0.0069	0.0101	0.0056	-0.0008	-0.0077	0.0411	-0.1777	-0.0348	-0.0072	-0.0063	0.0162	0.0109
2652	2.652	0.0168	0.0009	0.0286	0.0032	0.0169	-0.007	0.009	0.0483	-0.1146	-0.0268	-0.0045	-0.0083	0.0118	0.0138
2653	2.653	0.0144	0.0021	0.0477	0.0069	0.0064	0.0023	0.0024	0.042	0.0584	0.0103	0.0078	-0.0176	0.0079	0.0196
2654	2.654	0.0209	0.0108	0.0535	-0.0009	0.0157	0.0074	0.0085	0.0011	0.1823	0.0049	0.0099	-0.0058	0.0117	0.0154
2655	2.655	0.0107	0.0163	0.0268	-0.0082	0.0243	0.0089	0.0178	-0.0147	0.1157	-0.0095	0.0038	-0.0074	0.0197	0.0117
2656	2.656	0.0125	0.009	-0.0172	0.0021	0.0165	0.0019	0.0093	-0.0389	0.0143	0.0038	0.0057	-0.0035	0.0083	0.0068
2657	2.657	0.021	0.0135	0.0233	0.0035	0.0236	0.0056	0.0077	0.0271	0.0327	0.0318	0.0006	-0.0073	-0.0054	0.0074
2658	2.658	0.0134	0.0092	0.0494	0.0123	0.0298	-0.0022	-0.013	0.0742	0.0828	0.0283	-0.0041	-0.0084	-0.0109	0.0058
2659	2.659	0.0175	-0.0024	0.0634	0.002	0.0238	-0.0095	-0.0279	0.0482	0.0367	0.0513	-0.0138	-0.018	-0.0124	0.0083
2660	2.66	0.0163	-0.0009	0.0588	-0.0048	0.0075	-0.0123	-0.0033	-0.0535	0.0228	0.0362	-0.0101	-0.0094	-0.0169	0.0114
2661	2.661	0.0014	-0.0056	0.0067	-0.006	0.0118	-0.0114	-0.0197	-0.1784	0.0356	0.0333	-0.0046	0.0075	-0.0181	0.0178
2662	2.662	-0.0006	-0.0265	-0.0146	-0.0004	0.0334	0	-0.0225	-0.2286	0.0473	0.0261	-0.0015	0.0146	-0.0143	0.0206
2663	2.663	0.0012	-0.0237	-0.0079	-0.0014	0.0291	0.0119	-0.0088	-0.0909	0.0372	-0.0031	-0.0061	0.0256	-0.0132	0.0181
2664	2.664	-0.0039	0.0008	0.0098	0.0013	0.0253	0.0104	-0.0112	-0.0354	0.0469	-0.0389	-0.0018	-0.0011	-0.0141	0.0144
2665	2.665	0.0037	-0.0291	0.0262	0.0005	0.0221	0.0063	-0.009	-0.0185	0.0214	-0.0629	0.0034	-0.0048	-0.0132	0.0038
2666	2.666	-0.0172	-0.0411	0.0218	0.0075	0.0193	0	-0.0029	-0.003	-0.049	-0.0323	0.0041	0.0048	-0.0053	-0.01
2667	2.667	-0.0444	-0.0231	0.009	0.0029	0.0001	0.001	0.0026	0.0111	-0.0394	-0.0285	0.0058	0.0075	0.0063	-0.008
2668	2.668	-0.0337	-0.0068	-0.0187	0.0072	0.0373	-0.002	0.0077	-0.0013	-0.0136	-0.0105	0.0086	0.0211	0.008	0.004
2669	2.669	-0.0174	-0.0099	-0.0222	0.0141	0.0744	0.012	0.0031	0.0101	0.0653	-0.001	0.0122	0.01	0.0009	0.0113
2670	2.67	-0.0322	0.0036	-0.0125	0.0096	0.0307	0.0099	-0.0039	0.0203	-0.0052	-0.0109	0.0157	0.0075	0.0024	0.0099
2671	2.671	-0.0624	0.0058	-0.0397	0.0054	-0.0572	-0.0068	-0.0152	0.0486	0.0041	0.0098	0.0225	0.0008	0.0063	0.0114
2672	2.672	-0.0506	-0.0055	-0.0799	0.0139	-0.0694	-0.0135	-0.0076	0.0916	0.0644	0.0068	0.0255	-0.0218	0.0121	0.0178
2673	2.673	-0.0032	-0.0077	-0.0746	0.0128	-0.0116	-0.0033	-0.0007	0.1305	0.0876	-0.0308	0.0115	-0.0191	0.0218	0.0076
2674	2.674	0.0291	0.0053	-0.0602	0.0033	-0.0842	0.0023	0.0182	0.1087	0.1659	-0.0364	-0.0028	-0.0165	0.0157	-0.013
2675	2.675	0.0235	0.0272	-0.0558	-0.0029	-0.0177	0.0107	0.0262	0.0371	0.0098	-0.0512	0.0102	0.0006	0.0103	-0.0216
2676	2.676	0.0289	0.03	-0.0199	0.0141	0.06	0.0031	0.0237	0.046	-0.192	-0.0384	0.0186	-0.0242	0.0011	-0.0133
2677	2.677	0.0254	0.0217	0.0435	0.0305	0.0854	0.0019	0.0295	0.1037	0.0518	-0.0427	0.014	-0.0212	-0.0152	-0.0107
2678	2.678	0.0111	0.0025	0.0973	-0.0067	0.0751	0.0088	0.0138	0.0256	0.0847	0.012	0.0043	-0.0184	-0.0216	-0.0172
2679	2.679	-0.0019	-0.0047	0.1191	-0.0332	0.0465	0.0051	0.0035	-0.0899	-0.0048	0.0824	-0.0045	-0.0159	-0.0276	-0.0151
2680	2.68	-0.0057	-0.0069	0.1129	-0.0188	0.0205	-0.0053	-0.0245	-0.1674	-0.1407	0.0159	-0.0148	-0.0088	-0.0368	-0.0206
2681	2.681	-0.0091	-0.0008	0.0958	-0.0143	-0.0814	-0.004	-0.0524	-0.1821	-0.1158	0.0755	-0.0108	0.0022	-0.035	-0.0222
2682	2.682	0.0007	0.0085	0.1014	-0.0104	-0.0953	0.0022	-0.0194	-0.0942	-0.0926	0.0513	0.0031	0.0081	-0.0364	-0.0328
2683	2.683	0.0095	0.0136	0.1258	-0.0068	-0.0576	0.0012	0.0026	-0.0138	-0.0308	-0.0274	0.0088	0.0098	-0.0433	-0.0424
2684	2.684	0.0068	0.0121	0.139	-0.0165	-0.0461	0.0021	0.0066	-0.0033	-0.0486	-0.0797	0.0173	-0.0056	-0.0571	-0.0538
2685	2.685	0.0093	0.0107	0.0789	-0.0253	-0.0148	-0.0063	0.0102	-0.013	-0.0316	-0.0321	0.0189	-0.0078	-0.0515	-0.0553
2686	2.686	0.0205	0.0019	0.0011	-0.0225	-0.024	-0.0008	0.007	-0.0047	0.1061	-0.023	0.0176	-0.0358	-0.0465	-0.0484
2687	2.687	0.0185	-0.0152	-0.0721	-0.0152	-0.0152	0.0065	0.0098	0.0029	0.0507	0.0006	0.0165	-0.096	-0.0389	-0.0372
2688	2.688	0.0204	-0.0225	-0.1007	-0.0086	-0.0073	0.0057	0.0016	-0.0045	-0.0002	0.0078	0.0155	-0.0357	-0.0349	-0.0266
2689	2.689	-0.0049	-0.0562	-0.0577	-0.0187	-0.0145	-0.0002	0.004	-0.0112	0.0146	0.0016	0.0166	0.0817	-0.0211	-0.0171
2690	2.69	-0.0521	-0.0901	-0.1441	-0.002	-0.0342	-0.0117	0.0063	0.0301	0.0281	0.0548	0.0083	0.0312	-0.0082	-0.006
2691	2.691	-0.0457	-0.0594	-0.2475	0.0003	-0.0055	-0.0067	0.0043	0.0463	0.0653	0.0764	0.0074	0.0463	0.0035	-0.0078
2692	2.692	-0.0513	-0.0074	-0.2333	0.0024	0.0315	-0.0052	0.0024	0.0605	0.008	0.0829	0.0065	0.0324	0.0079	0.0016
2693	2.693	-0.0247	0.0281	-0.1448	0.0118	0.0363	0.0043	0.0108	0.0646	0.0188	0.1121	0.0039	0.0198	0.023	0.0026
2694	2.694	0.0092	0.0473	-0.0181	0.0203	0.0232	0.0006	0.0183	0.0761	0.0099	0.0641	-0.0087	0.0083	0.0249	-0.0055
2695	2.695	0.0225	0.0531	0.0661	0.0065	0.0352	0.0016	0.0333	0.021	0.0015	-0.033	-0.0067	0.0185	0.0229	-0.0088
2696	2.696	0.0186	0.0583	0.1121	0.0047	0.0608	-0.0014	0.0311	0.0282	-0.1002	-0.13	-0.0049	0.009	0.0245	-0.0063
2697	2.697	0.0151	0.063	0.0706	0.003	0.0579	-0.0078	0.0029	0.0064	-0.0585	-0.0666	-0.0064	0.0003	0.0229	0.0066
2698	2.698	0.0054	0.0762	-0.0683	-0.0138	0.0611	-0.012	-0.0173	-0.0265	-0.046	0.0142	-0.0105	-0.0075	0.0268	0.0272
2699	2.699	-0.0034	0.0962	-0.1237	0.0066	0.0479	-0.005	-0.0285	0.0379	-0.0807	0.0458	-0.0143	-0.0005	0.0256	0.0354
2700	2.7	-0.0062	0.071	-0.1069	0.0148	0.0262	-0.0059	-0.0057	-0.005	0.0754	0.0178	-0.0175	0.0187	0.0288	0.0332
2701	2.701	0.0111	0.0215	-0.0917	-0.0024	0.0059	-0.0016	-0.0267	0.0027	-0.2163	0.0267	-0.0227	0.0129	0.0361	0.0355
2702	2.702	0.0223	0.0003	-0.1057	0.0132	-0.0185	0.0006	-0.0131	0.0099	-0.3353	0.05	-0.0163	0.0181	0.0369	0.0498
2703	2.703	0.0204	-0.0319	-0.0177	0.0193	-0.0678	0.0025	-0.0109	-0.0871	-0.1552	-0.057	-0.0137	0.0228	0.0343	0.0481
2704	2.704	0.0038	-0.0376	0.0856	0.0175	-0.0889	0.003	0.0135	-0.0175	0.0087	-0.1643	-0.0159	0.0184	0.0364	0.0364
2705	2.705	-0.0164	-0.0428	0.1272	0.0022	-0.0435	0.0013	-0.0099	0.0963	0.2173	-0.0671	-0.0051	0.0066	0.0413	0.0258
2706	2.706	-0.0355	-0.0185	0.1147	0	0.0332	0.0007	-0.0432	0.1422	0.3528	-0.0295	-0.0066	0.0101	0.0469	0.0189
2707	2.707	-0.0231	0.0035	0.0573	-0.0168	0.0856	0.0058	-0.0037	-0.0105	0.2298	-0.0181	-0.0107	0.0134	0.0462	0.0328
2708	2.708	-0.0119	0.0075	0.0051	-0.028	0.1142	0.0078	-0.0091	-0.1521	0.0728	0.1387	-0.022	0.0222	0.0383	0.0347
2709	2.709	0.0188	-0.0033	-0.0044	-0.0095	0.1403	0.0035	-0.0046	-0.1699	-0.1107	0.0719	-0.0143	0.0141	0.0244	0.0329
2710	2.71	0.0408	-0.0131	0.0216	-0.0022	0.1171	-0.003	-0.053	-0.0853	-0.0863	-0.111	-0.013	0.0019	0.0224	0.0344
2711	2.711	0.0209	-0.0102	0.045	0.0225	0.0248	-0.0125	-0.0203	0.0221	-0.0193	-0.0863	-0.0041	-0.0047	0.0172	0.0136
2712	2.712	0.01	-0.002	0.0237	0.0193	-0.0634	-0.0088	0.0209	0.0084	-0.0803	-0.1533	-0.0073	-0.0066	0.0185	-0.0072
2713	2.713	0.0198	0.0104	-0.0215	0.0045	-0.19	-0.0011	0.0052	-0.1049	-0.0992	-0.0922	-0.0042	-0.0233	0.0114	-0.0154
2714	2.714	0.0528	-0.0007	-0.0391	0.0071	-0.207	-0.0042	0.0101	-0.1196	0.0511	0.1856	0.0099	-0.0029	-0.0002	-0.0277
2715	2.715	0.0484	0.0014	-0.002	0.0095	-0.0696	0.0022	0.0058	-0.0774	0.0704	0.0668	0.0284	-0.0055	-0.0173	-0.0432
2716	2.716	0.0446	0.007	0.0609	0.0072	-0.0144	0.01	0.0098	0.0115	0.1254	0.031	0.0357	-0.0278	-0.0378	-0.0574
2717	2.717	-0.01	0.0224	0.1555	-0.0112	0.0359	0.0153	-0.0009	0.0697	0.0416	-0.0015	0.0336	-0.0189	-0.0516	-0.037
2718	2.718	-0.0647	0.0286	0.1675	-0.0088	-0.0101	0.0013	0.0092	0.0808	0.027	0.0283	0.0234	-0.0161	-0.0495	-0.0343
2719	2.719	-0.0292	0.0231	0.1094	0.0023	-0.1352	-0.0007	-0.0114	0.0721	0.124	0.0554	0.0067	-0.0232	-0.0608	-0.0221
2720	2.72	-0.0227	0.0181	0.0776	0.0125	-0.1853	0.0012	-0.0139	0.0816	0.1113	0.08	0.0002	-0.0076	-0.0631	-0.02
2721	2.721	-0.0636	0.0012	0.0297	0.0219	-0.17	-0.0072	0.0086	0.1215	0.0994	0.1921	0.0022	-0.0015	-0.0539	-0.0303
2722	2.722	-0.0689	-0.0143	-0.0139	0.0168	-0.1006	-0.0119	0.0236	0.2146	-0.0576	0.172	0.0116	0.0042	-0.049	-0.0434
2723	2.723	-0.0642	-0.0285	-0.0221	0.0214	-0.0123	-0.0106	0.0484	0.1772	-0.2148	0.1168	0.0031	0.0229	-0.0446	-0.0486
2724	2.724	-0.0333	-0.0415	-0.0864	0.0174	0.0454	0.0032	0.065	0.1661	0.09	0.1006	0.0047	0.0006	-0.0407	-0.0411
2725	2.725	0.0108	-0.0398	-0.1986	0.0086	0.0558	0.0162	0.0443	0.1143	0.0458	0.0242	0.0087	-0.0021	-0.032	-0.0204
2726	2.726	0.0284	-0.0535	-0.3054	-0.0063	0.0843	0.0111	0.0363	0.1048	-0.0735	-0.1845	-0.0102	0.0117	-0.0151	0.0187
2727	2.727	0.0338	-0.0813	-0.2076	-0.0247	0.1448	0.0096	0.0341	0.2341	0.1063	-0.0955	-0.0184	0.0191	0.002	0.0346
2728	2.728	0.0386	-0.0773	-0.0682	-0.0174	0.1215	0.0026	0.0007	0.3636	0.2042	0.0397	-0.016	0.0126	0.0041	0.0298
2729	2.729	0.0431	-0.0664	-0.0124	-0.0378	0.1001	0.0215	-0.0717	0.1111	-0.2434	0.3104	-0.0183	0.0107	0.01	0.043
2730	2.73	0.0469	-0.0434	-0.0289	-0.0077	0.1064	0.0188	-0.1441	-0.1411	-0.5633	0.3461	-0.0285	-0.0021	0.0154	0.0549
2731	2.731	0.0505	-0.0405	0.017	-0.0356	0.0889	0.0064	-0.0582	-0.3052	-0.5055	-0.0807	-0.0267	-0.007	0.0135	0.044
2732	2.732	0.0406	-0.0378	0.1141	-0.032	0.0408	-0.0092	-0.0695	-0.4541	-0.2415	-0.139	-0.0149	-0.0175	0.0118	0.0342
2733	2.733	0.0076	-0.0206	0.1264	0.0176	0.0084	-0.0194	-0.0175	-0.1013	-0.001	-0.403	-0.0072	-0.0133	0.0213	0.0429
2734	2.734	-0.0321	-0.0051	0.1148	0.0105	-0.0325	-0.0251	0.049	-0.0526	0.2174	-0.451	-0.0113	-0.0119	0.0324	0.0619
2735	2.735	-0.0055	0.0133	0.1044	-0.0219	-0.0376	-0.0403	0.0578	-0.0958	0.1772	-0.2325	-0.02	-0.0062	0.0429	0.0595
2736	2.736	-0.0007	0.0205	0.0758	-0.0044	-0.0618	-0.0302	0.0346	-0.0558	0.5012	-0.1133	-0.021	-0.0156	0.0359	0.0529
2737	2.737	-0.005	0.0226	0.0499	0.0328	0.0043	-0.0023	-0.0293	-0.0916	0.2824	-0.1493	-0.0304	-0.0192	0.042	0.0672
2738	2.738	-0.0166	0.0367	0.0266	0.0186	0.1084	0.0096	-0.0551	-0.3872	0.164	-0.1163	-0.0241	-0.0181	0.0364	0.0767
2739	2.739	-0.0057	0.0497	-0.08	-0.0211	0.1218	0.0277	-0.0159	-0.2687	0.2005	-0.0865	-0.0163	-0.0085	0.0333	0.0786
2740	2.74	-0.0155	0.0514	-0.1564	-0.0262	0.0331	0.0309	0.0341	0.0555	-0.2918	0.1031	-0.0279	0.0005	0.0287	0.0559
2741	2.741	-0.0126	0.0406	-0.0034	-0.0117	-0.0938	0.0221	0.0534	0.1863	-0.5032	0.1273	-0.0509	0.011	0.0159	0.0263
2742	2.742	0.0064	0.0281	0.0167	-0.016	-0.0772	0.0084	0.0943	0.1468	-0.3121	0.0598	-0.0608	0.0042	-0.0045	0.0304
2743	2.743	-0.006	0.0264	0.035	-0.0122	-0.0308	-0.0139	0.0996	0.183	-0.0224	0.0391	-0.0159	0.0233	-0.0126	0.0124
2744	2.744	-0.0082	0.031	0.0518	-0.0013	0.011	-0.0168	0.0951	0.1502	0.0299	-0.054	0.0553	0.0043	-0.0101	-0.037
2745	2.745	-0.0143	0.0214	0.0673	0.002	-0.052	-0.0031	0.0907	0.1205	0.0777	-0.0713	0.1026	0.002	-0.0304	-0.1436
2746	2.746	-0.0049	0.0126	0.0815	-0.0008	-0.0406	-0.0104	0.0949	0.2563	0.1209	-0.0564	0.0939	0.0043	-0.0494	-0.1893
2747	2.747	0.0205	-0.0044	0.0188	-0.0035	-0.1972	-0.0307	0.0623	-0.0636	0.2394	-0.0979	0.0705	0.0146	-0.0565	-0.1475
2748	2.748	0.0169	-0.0416	0.0306	-0.0107	-0.2196	-0.0115	-0.0037	-0.2815	0.2745	-0.0855	0.0633	0.0128	-0.0542	-0.1598
2749	2.749	0.0006	-0.0364	0.0411	-0.0041	-0.0773	0.0008	0.0251	-0.0035	0.1752	0.0178	0.0568	0.0078	-0.0521	-0.125
2750	2.75	-0.0384	-0.022	0.0506	-0.0021	0.0152	0.012	-0.0696	-0.1113	-0.0342	0.1986	0.0393	0.0033	-0.0352	-0.0937
2751	2.751	-0.0542	0.0088	0.0938	0.0259	0.0656	0.0345	-0.0318	-0.0782	0.0466	0.371	0.0234	-0.0035	-0.024	-0.065
2752	2.752	-0.0495	0.0286	0.0706	0.0538	0.0503	0.0257	0.095	-0.0475	0.1198	0.2143	0.0186	-0.0071	-0.0137	-0.039
2753	2.753	-0.0275	0.0321	-0.036	0.0646	0.0365	0.012	0.1122	-0.0735	0.0076	0.1126	0.0054	-0.008	-0.008	-0.0154
2754	2.754	-0.0236	0.0222	-0.1735	0.0613	0.0239	0.0048	0.0667	-0.0483	-0.0941	0.131	0.0092	-0.0109	-0.0028	-0.0081
2755	2.755	0.031	0.0132	-0.1549	0.0343	0.0123	0.0026	-0.0026	-0.0701	-0.1867	0.0804	0.0127	-0.0079	0.0142	0.0244
2756	2.756	0.0231	0.005	-0.0371	0.0162	0.0225	0.0047	-0.0656	-0.2933	-0.0018	-0.1492	0.0028	-0.0136	0.0164	0.0539
2757	2.757	-0.0125	0.0222	-0.0218	-0.0136	0.0321	-0.0009	-0.0772	-0.2035	0.0717	-0.182	-0.0181	-0.0098	0.0186	0.0488
2758	2.758	-0.0061	0.0287	-0.1189	-0.0336	0.0234	-0.0093	-0.213	-0.0678	-0.0855	-0.0928	-0.0262	-0.0175	0.0317	0.0441
2759	2.759	0.0231	0.002	-0.1313	-0.0371	0.0157	-0.0138	-0.3428	0.0056	-0.0656	-0.0657	-0.019	-0.0103	0.0402	0.0486
2760	2.76	0.0389	-0.0161	-0.0737	-0.0273	0.037	0.007	-0.1917	0.0722	-0.0846	0.0081	-0.0213	0.0037	0.0417	0.0369
2761	2.761	0.0245	-0.0194	-0.0006	0.0057	0.134	0.0278	-0.0901	-0.0302	0.1673	-0.0144	-0.0193	0.0057	0.0514	0.0261
2762	2.762	0.0025	-0.0166	0.028	0.0189	0.2034	0.0142	-0.0344	0.025	0.4193	0.0057	-0.0175	0.0038	0.0401	0.0031
2763	2.763	-0.0094	-0.0085	0.0541	0.007	0.2158	-0.0081	0.0164	0.0085	0.3202	-0.0131	-0.0226	0.019	0.0263	-0.0118
2764	2.764	-0.013	-0.0209	0.0777	0.0178	0.1119	-0.023	0.0014	0.0547	-0.1276	-0.0639	-0.0088	0.0087	0.0282	0.0073
2765	2.765	0.0099	-0.0188	0.1421	0.0014	0.0144	-0.0257	-0.0124	-0.0145	-0.5752	-0.0794	-0.007	-0.008	0.03	0.0395
2766	2.766	0.007	-0.0127	0.2028	-0.0074	0.0017	-0.0429	-0.0248	-0.0516	-0.6332	0.0456	-0.0155	0.0075	0.0346	0.0526
2767	2.767	0.0041	-0.0035	0.2108	-0.0156	-0.148	-0.0495	-0.0132	-0.0164	-0.052	0.0956	-0.0079	0.0176	0.0221	0.0643
2768	2.768	0.0063	0.0151	0.1754	-0.048	-0.2498	-0.0269	-0.0029	-0.0683	0.0251	0.08	-0.0065	0.0157	0.0204	0.0677
2769	2.769	0.0173	0.0175	0.1043	0.0005	-0.1204	0.0121	0.0067	0.0357	0.0952	-0.0172	-0.0128	0.0275	0.0098	0.0708
2770	2.77	0.0232	0.0286	0.0189	0.0069	0.0306	0.0387	0.0671	0.1607	0.1318	-0.0143	-0.0154	0.0111	-0.0063	0.0617
2771	2.771	0.0249	0.0346	-0.0387	-0.034	-0.0714	0.034	0.0593	0.2784	0.0677	-0.0772	-0.0145	-0.0059	-0.0132	0.0408
2772	2.772	-0.0007	0.0252	-0.091	-0.0393	-0.1271	0.0296	0.038	0.2026	0.0092	-0.2495	-0.0176	-0.0081	-0.0118	0.0216
2773	2.773	-0.041	-0.0002	-0.2146	0.0044	-0.0768	0.0097	0.0574	0.1892	0.167	0.071	-0.0112	-0.0223	-0.0149	-0.0008
2774	2.774	-0.0463	-0.0477	-0.3326	0.0101	-0.0617	-0.0156	0.0865	0.2779	-0.0738	0.202	-0.0002	-0.0019	-0.022	-0.0279
2775	2.775	-0.0222	-0.0541	-0.3788	-0.0057	0.0077	0.0074	0.0275	0.2897	-0.0311	0.2413	0.0013	0.0061	-0.0173	-0.0387
2776	2.776	-0.0003	-0.0367	-0.2818	0.0185	0.0706	0.0104	-0.0589	0.2375	0.0876	0.2046	0.0052	-0.0163	-0.0042	-0.0289
2777	2.777	0.0196	-0.0102	-0.0926	0.0229	0.0818	-0.0033	-0.0937	0.1141	-0.0209	0.171	0.004	-0.0135	0.0052	-0.008
2778	2.778	0.0455	-0.0037	0.0209	0.0148	0.0508	0.0109	-0.1691	-0.0958	-0.1856	0.2001	0.0049	-0.0217	0.0105	-0.0107
2779	2.779	0.0419	0.0011	0.1023	-0.0374	-0.0014	0.0282	-0.0965	-0.0116	-0.1559	0.0102	-0.0025	-0.0195	0.0092	0.0117
2780	2.78	0.0321	0.0232	0.1763	-0.0161	-0.03	0.0035	0.0456	-0.0573	-0.2375	0.0349	-0.0111	0.0051	0.022	0.0205
2781	2.781	0.0051	0.0272	0.1541	-0.0096	-0.0556	0.0003	0.2692	-0.2101	-0.3118	-0.1669	-0.0215	0.0017	0.0205	0.0396
2782	2.782	-0.0058	0.0454	0.0934	0.0197	-0.0785	0.0031	0.0605	-0.2306	-0.0655	-0.1943	-0.0368	0.0045	0.0193	0.0468
2783	2.783	-0.0222	0.0487	0.0751	0.0356	-0.0712	0.0004	0.0334	-0.1014	0.3611	-0.219	-0.0307	0.0234	0.0043	0.0264
