BTS ASCII format															
															
Type:         	Emg tracks														
Measure unit: 	mV														
															
Tracks:       	14														
Frequency:    	1000 [Hz]														
Frames:       	11111														
Start time:   	0														
															
 Frame	  Time  	Right Rectus femoris  	Right Vastus medialis  	Right Vastus lateralis  	Right Tibialis anterior  	Right Biceps femoris caput longus  	Right Semitendinosus  	Right Gastrocnemius medialis  	Right Gastrocnemius lateralis  	Right Peroneus longus  	Right Soleus  	Right Erector spinae ileocostalis  	Right Tensor fasciae latae  	Right Gluteus maximus  	Right Gluteus medius
5768	5.768	-0.0482	0.005	-0.1898	0.0134	0.025	0.0189	0.0325	0.1618	-0.2012	0.1018	-0.0894	0.0098	-0.0238	-0.0107
5769	5.769	-0.0282	0.0033	-0.159	0.0241	0.0449	-0.0031	0.076	0.0388	-0.2594	0.0941	-0.0845	0.0089	-0.0118	-0.003
5770	5.77	-0.0173	0.0017	-0.0738	0.0033	0.0629	-0.031	0.0467	-0.0787	0.0044	0.0444	-0.051	0.0039	0.0113	0.004
5771	5.771	-0.0074	-0.0027	-0.0165	-0.0416	0.012	-0.0857	0.02	-0.1243	0.0524	-0.0526	-0.0645	0.0181	0.0147	0.0231
5772	5.772	0.0076	-0.0012	-0.0063	0.0035	0.0269	-0.0934	-0.0432	-0.0825	0.0092	-0.1777	-0.0847	-0.0001	0.0236	0.0368
5773	5.773	0.0103	-0.0098	0.0032	-0.0022	0.0406	-0.0436	-0.052	0.0313	-0.0298	-0.1272	-0.0886	-0.0072	0.0428	0.0441
5774	5.774	0.008	-0.0152	-0.0055	-0.0074	0.028	-0.0241	0.0025	0.0162	0.1504	-0.0813	-0.0393	-0.0093	0.0502	0.0508
5775	5.775	0.0102	-0.0222	-0.0289	-0.0026	0.0397	0.0643	0.0095	0.0024	0.1178	-0.0117	-0.0182	-0.0112	0.0481	0.061
5776	5.776	0.0203	-0.0228	-0.022	0.0107	0.0293	0.1528	-0.0229	0.1669	-0.0314	0.0009	-0.0118	-0.0018	0.0542	0.0591
5777	5.777	0.0222	-0.0097	-0.0031	0.0069	0.0385	0.1185	-0.0173	0.1447	-0.0583	-0.0335	-0.0177	-0.0203	0.0524	0.0607
5778	5.778	0.0205	0.0036	-0.0092	0.0033	0.0467	0.0667	-0.0122	0.165	0.0154	-0.0231	0.0089	-0.0226	0.0473	0.053
5779	5.779	0.022	-0.0045	-0.0044	0.0132	0.0387	0.0574	-0.0171	-0.0388	-0.0066	0.0053	0.0232	-0.0203	0.0334	0.0321
5780	5.78	0.0234	0.0003	0.0289	0.0104	0.0313	0.0317	-0.0305	-0.4452	0.0141	0.0313	0.0362	-0.0183	0.0203	0.0112
5781	5.781	0.0322	-0.0034	0.0329	0.0132	0.0247	0.0085	-0.0344	-0.2707	-0.004	-0.0077	0.0161	-0.0127	-0.0051	-0.0136
5782	5.782	0.022	0.0158	0.0767	0.0108	0.0303	-0.0268	-0.0454	-0.2179	0.0124	-0.0006	-0.0169	0.0127	-0.0306	-0.0501
5783	5.783	0.0039	0.0188	0.1295	-0.0003	0.0356	-0.0458	-0.0356	-0.0739	-0.003	0.0188	-0.0478	-0.0054	-0.0471	-0.0744
5784	5.784	-0.0034	0.0167	0.1506	-0.0022	0.089	-0.0162	-0.0087	-0.0303	-0.0171	0.0247	-0.0598	0.011	-0.0622	-0.0701
5785	5.785	-0.01	0.0326	0.1956	-0.004	0.0959	-0.0212	0.0166	0.0094	-0.0046	-0.0018	-0.0053	0.0139	-0.0596	-0.0502
5786	5.786	-0.0161	0.0431	0.1781	-0.0056	0.0632	-0.0162	0.0197	0.0453	-0.0164	-0.0064	0.0024	0.0058	-0.0671	-0.0611
5787	5.787	-0.0255	0.0341	0.1514	-0.0071	0.0219	-0.0028	0.0166	0.0127	-0.0062	-0.002	0.0237	0.0082	-0.0652	-0.0645
5788	5.788	-0.034	0.0192	0.0784	-0.0084	-0.0157	0.0092	0.0246	0.0428	0.0031	0.002	-0.0088	0.0238	-0.0674	-0.0734
5789	5.789	-0.0448	-0.0112	-0.0365	-0.0046	-0.0691	-0.0087	0.0222	0.0159	0.0117	0.0055	-0.0499	0.0054	-0.0621	-0.0654
5790	5.79	-0.0601	-0.0329	-0.1131	-0.0013	-0.0905	-0.058	0.0199	0.0406	-0.0116	0.0086	-0.0873	0.0177	-0.0437	-0.0482
5791	5.791	-0.0581	-0.0287	-0.1829	-0.0085	-0.0968	-0.0363	0.0096	0.0183	0.0382	0.0057	-0.0342	0.02	-0.0367	-0.0418
5792	5.792	-0.0302	-0.0249	-0.2463	-0.0039	-0.0437	-0.0552	0.0002	0.0387	0.0704	0.0084	0.0724	0.0016	-0.0214	-0.0277
5793	5.793	0.0138	-0.041	-0.2581	0.0039	0.0348	-0.0374	0.0019	0.0204	-0.0178	0.0106	0.0876	-0.0007	-0.0075	-0.0222
5794	5.794	0.0313	-0.0557	-0.1645	0.0071	0.0246	-0.0318	0.0065	0.0372	-0.0555	0.0127	0.046	-0.0073	0.0053	-0.0071
5795	5.795	0.0366	-0.0474	-0.0762	-0.0032	0.0151	-0.0558	-0.0032	-0.0087	0.071	0.0025	-0.0422	-0.0215	0.01	0.0113
5796	5.796	0.0222	-0.0496	-0.0186	-0.0018	0.0233	-0.0425	0.003	0.0608	0.0542	-0.0105	-0.1456	-0.001	0.0204	0.0235
5797	5.797	0.009	-0.0428	-0.0082	0.0171	-0.0004	-0.0145	0.02	-0.0026	-0.1755	-0.0122	-0.1592	-0.0091	0.0161	0.0212
5798	5.798	0.005	-0.0242	0.0013	0.0034	-0.0075	0.0109	0.0224	0.0548	-0.274	-0.0015	-0.0453	-0.0164	0.0096	0.015
5799	5.799	0.0015	-0.0116	0.01	-0.0139	-0.0009	0.008	0.0201	0.0651	-0.2442	0.0165	0.0314	-0.0186	0.0196	0.013
5800	5.8	0.0048	-0.0049	0.0177	-0.0206	-0.0062	0.0534	0.0222	0.0178	0.1018	0.0102	0.1825	-0.0056	0.0204	0.0183
5801	5.801	0.0078	0.0014	0.0248	-0.0186	-0.0003	0.1379	0.0129	0.0092	0.5081	-0.0023	0.1687	0.0086	0.0215	0.03
5802	5.802	0.0107	0.0034	0.031	0.0093	-0.0045	0.0117	-0.0125	0.0953	0.1015	-0.0045	0.1057	0.0141	0.015	0.0283
5803	5.803	0.0132	0.0053	0.0366	0.0054	0.0003	-0.072	-0.0017	0.1298	0.0487	-0.0188	0.0713	0.0158	0.0203	0.0296
5804	5.804	0.0068	0.0039	0.0207	-0.0054	0.0044	-0.0869	0.0413	0.036	0.0006	-0.0132	0.0404	0.0173	0.0231	0.0306
5805	5.805	0.0008	0.0027	0.0064	-0.0151	0.0009	-0.1283	0.0004	-0.0777	0.0444	-0.0047	0.0501	-0.0035	0.0313	0.0315
5806	5.806	-0.0046	0.0091	0.0108	-0.0239	-0.0024	-0.1154	-0.0367	-0.093	0.0047	-0.0123	0.1107	0.0116	0.0388	0.0303
5807	5.807	-0.0029	0.0082	0.0147	-0.0101	0.0181	0.0574	-0.0414	-0.0516	-0.0318	0.0086	0.1343	0.0143	0.0416	0.0275
5808	5.808	0.0099	0.011	0.0176	0.0286	0.0351	0.1538	0.0238	-0.0292	0.001	0.0535	0.1558	0.0119	0.0498	0.0231
5809	5.809	0.0206	0.0058	0.021	0.0114	0.0375	0.0801	0.0724	-0.0418	-0.0884	0.0858	0.0977	0.0052	0.0417	0.0252
5810	5.81	0.022	0.005	0.0177	-0.0133	0.0352	0.0578	-0.0247	-0.0535	-0.007	0.0329	0.0274	0.0072	0.0319	0.0299
5811	5.811	0.0284	0.0076	-0.0155	-0.0035	0.0199	0.0782	-0.0108	-0.064	0.067	-0.0027	-0.0198	0.0053	0.0178	0.0303
5812	5.812	0.0207	0.0161	0.0062	-0.0006	-0.0103	0.0227	0.0018	-0.0167	-0.0002	-0.0091	-0.0109	0.0002	0.0082	0.0249
5813	5.813	0.0113	0.0218	0.0499	-0.0087	-0.0408	-0.0277	0.0134	-0.0254	-0.0205	-0.0621	-0.0184	-0.0198	0.0062	0.0212
5814	5.814	0	0.0228	0.0905	0.0086	0.0198	-0.0123	0.0239	-0.002	-0.0388	-0.0266	-0.0254	-0.0118	-0.0016	0.0154
5815	5.815	-0.0106	0.0293	0.1168	0.0151	0.0117	-0.0537	0.0336	0.0052	0.0117	-0.0331	-0.0575	0.0005	-0.0171	0.01
5816	5.816	-0.0202	0.0318	0.0924	0.0131	0.0668	-0.0157	0.0251	0.0118	-0.0034	-0.0275	-0.0164	-0.0062	-0.0274	-0.0008
5817	5.817	-0.0315	0.0296	0.0703	0.0187	0.117	0.0191	0.002	0.0528	0.0939	-0.0116	-0.0004	-0.0165	-0.0406	-0.0239
5818	5.818	-0.0484	0.0289	0.0502	0.0169	0.1239	0.0296	-0.0192	0.0795	0.1319	0.0126	0.014	-0.0184	-0.0424	-0.0208
5819	5.819	-0.055	0.0193	-0.0046	0.0093	0.0714	0.058	-0.0126	0.0457	-0.0177	-0.0094	-0.0256	-0.0169	-0.0349	-0.0238
5820	5.82	-0.0611	0.0012	-0.0907	0.0107	-0.0349	0.0148	0.0051	0.0589	-0.323	-0.0056	-0.0307	-0.0031	-0.0309	-0.0102
5821	5.821	-0.0369	-0.0062	-0.1253	0.0144	-0.1415	-0.0243	0.0105	0.0706	-0.3666	-0.0022	-0.0064	-0.0052	-0.0247	-0.0175
5822	5.822	-0.0138	-0.0129	-0.0524	-0.0028	-0.155	-0.0599	-0.0037	0.0159	0.229	0.014	-0.0548	0.0065	-0.0215	-0.0154
5823	5.823	-0.005	-0.0396	-0.024	-0.04	-0.2177	-0.105	-0.0168	0.0392	-0.0261	-0.007	-0.0998	0.014	-0.0184	-0.0175
5824	5.824	0.0032	-0.0432	0.0191	-0.0242	-0.0679	-0.0874	0.0033	-0.0391	-0.1033	-0.0099	-0.1054	0.0178	-0.012	-0.0045
5825	5.825	0.0056	-0.0466	0.0423	-0.0195	0.034	-0.0286	-0.0001	-0.008	-0.1733	0.0023	-0.0999	0.0013	0.0009	0.0039
5826	5.826	0.0168	-0.0259	-0.0075	0.0025	0.0527	-0.0206	0.0166	0.0205	0.1466	0.0134	-0.0852	-0.0011	0.0065	0.0084
5827	5.827	0.0229	-0.0179	-0.0527	-0.0175	0.0025	0.001	-0.0163	0.012	0.0886	0.0154	-0.0188	0.0049	0.0149	0.0096
5828	5.828	0.0174	-0.0252	-0.0352	-0.0284	-0.043	0.0335	-0.0205	-0.1053	0.0359	-0.0014	0.0288	0.014	0.0225	0.0058
5829	5.829	0.026	-0.0141	-0.0299	-0.0187	-0.0566	0.0394	-0.0242	-0.0885	0.084	0.0052	0.0378	0.0088	0.0266	0.0001
5830	5.83	0.0337	-0.0081	-0.025	-0.0038	-0.0186	0.0023	-0.0059	-0.0121	0.1278	0.0031	0.0147	0.0072	0.0278	0.001
5831	5.831	0.0241	-0.0175	-0.0205	-0.0066	-0.0529	-0.0315	-0.0025	0.1126	0.009	-0.0247	0.0222	-0.0055	0.031	-0.0094
5832	5.832	0.0355	-0.0126	-0.0005	-0.0189	-0.0839	-0.0274	-0.0173	0.062	0.0451	-0.0209	0.0289	-0.0039	0.0237	-0.0165
5833	5.833	0.037	-0.0112	0.0105	-0.0123	0.0017	-0.0077	-0.0146	0.016	-0.1187	-0.0173	-0.0119	-0.0179	0.0228	-0.0204
5834	5.834	0.0274	-0.0016	0.0272	0.0102	0.0363	0.0175	0.0227	0.03	0.0304	-0.0141	-0.0382	-0.0199	0.0253	-0.0195
5835	5.835	0.0361	0.0046	0.0604	0.0251	0.0466	0.0536	0.0493	-0.1089	0.0031	0.0008	-0.0524	-0.0116	0.0247	-0.0102
5836	5.836	0.0486	0.0055	0.0649	0.0169	0.0182	0.0679	0.0057	-0.2014	0.0277	0.0255	-0.0038	-0.0041	0.0211	-0.004
5837	5.837	0.0435	0.0045	0.0371	-0.0055	0.0095	0.028	-0.047	-0.05	-0.0393	0.0353	0.0286	-0.0251	0.0143	0.0063
5838	5.838	0.0204	-0.0021	-0.0029	-0.0026	0.0173	-0.0201	-0.0113	-0.0297	-0.0189	0.0624	0.023	-0.0281	0.0171	-0.0007
5839	5.839	-0.0292	-0.003	0.0023	0.0111	0.0103	-0.0653	0.0731	0.0259	-0.0004	0.037	0.0604	-0.0256	0.0146	-0.0044
5840	5.84	-0.0647	0.0084	0.0068	0.0234	0.0296	-0.0597	-0.0071	-0.0245	0.0164	0.0338	0.0461	-0.0085	0.0154	-0.0121
5841	5.841	-0.0583	0.0167	-0.0066	0.0122	0.0588	-0.044	-0.0797	-0.0093	0.0318	0.0546	-0.02	-0.0109	0.0121	-0.0194
5842	5.842	-0.0174	0.0242	-0.0589	-0.0062	0.043	-0.0005	-0.0511	0.0325	-0.0097	0.0133	-0.0484	0.0074	0.0053	-0.0201
5843	5.843	0.0198	0.0367	-0.1088	-0.0039	0.1157	0.0522	-0.0249	0.0203	0.0028	-0.0276	-0.0741	0.0144	0.0064	-0.0123
5844	5.844	0.0342	0.0213	-0.1025	0.0027	0.2722	0.1304	-0.0015	-0.0141	0.0144	-0.0542	-0.0818	0.0165	-0.0045	-0.0111
5845	5.845	0.0211	0.0192	-0.026	0.0129	0.1603	0.1405	0.0058	-0.0037	0.0251	-0.0589	-0.0888	-0.0022	-0.015	0.0012
5846	5.846	0.0093	0.0172	0.0052	0.0111	-0.0229	0.0929	-0.0006	-0.013	0.0158	-0.0368	-0.0953	0.005	-0.0106	0.0064
5847	5.847	-0.0381	0.0121	0.0338	0.0128	-0.146	-0.0022	-0.0063	-0.0042	-0.0105	0.0153	-0.0663	0.016	-0.0167	0.0111
5848	5.848	-0.0704	0.0105	0.0425	0.0113	-0.2581	-0.0401	-0.0221	0.0036	-0.0029	0.0224	0.0029	0.0097	-0.0154	0.0153
5849	5.849	-0.0647	0.0064	0.0349	0.01	-0.2785	-0.0057	-0.0268	0.025	0.004	0.0031	0.0502	0.004	-0.0182	0.0117
5850	5.85	-0.0489	0.0076	0.0421	0.0088	-0.0379	-0.0369	-0.0047	0.0315	0.0104	-0.0026	0.0588	0.0056	-0.0188	0.0041
5851	5.851	-0.0346	-0.0028	0.0358	0.0098	-0.0051	-0.0654	0.0233	0.049	0.0163	-0.0079	0.0355	0.007	-0.0194	0.0052
5852	5.852	-0.0303	-0.0014	0.0185	0.0067	0.0246	-0.0568	0.0198	0.0543	0.001	-0.0126	-0.0143	-0.0139	-0.0154	0.0099
5853	5.853	-0.0185	-0.0051	-0.0295	0.0022	-0.0024	-0.0492	0.0033	0.0107	-0.0232	-0.017	-0.0208	-0.059	-0.0172	0.0075
5854	5.854	-0.0005	0.0026	-0.0359	0.0014	-0.027	-0.0849	-0.0055	0.0282	0.0076	-0.0131	-0.0036	-0.1433	-0.0101	0.0024
5855	5.855	0.0224	0.0163	-0.0302	-0.0023	-0.0047	-0.04	0.0137	0.0334	0.0676	0.005	0.0014	0.0292	-0.0144	-0.0011
5856	5.856	0.0252	0.0107	0.0069	0.0084	-0.0252	0.0243	0.0113	0.0091	0.0589	0.0018	0.0155	0.0536	-0.01	0.0007
5857	5.857	0.017	0.0124	0.0698	0.0191	-0.0069	0.0845	-0.0043	-0.0308	-0.0585	0.0046	0.0196	0.0312	-0.012	-0.0032
5858	5.858	0.0146	-0.0046	0.0782	-0.0017	0.0097	0.0609	0.0017	0.0492	-0.1426	-0.031	0.0232	0.0108	-0.0098	-0.0036
5859	5.859	0.0079	-0.0112	0.0702	-0.0287	0.0248	0.0678	0.0073	0.0376	-0.0968	-0.0357	0.0264	0.0291	-0.0079	-0.0032
5860	5.86	-0.0147	-0.0173	0.0629	-0.0178	0.0108	0.0482	-0.0079	-0.0145	0.084	-0.0312	0.0095	0.0123	-0.0013	-0.0011
5861	5.861	-0.0176	-0.008	0.0564	-0.0014	-0.002	0.0305	-0.0059	-0.0049	0.0103	0.0049	0.0298	0.0274	-0.0037	0.0041
5862	5.862	-0.0038	-0.0029	0.0153	0.0015	0.0092	-0.0391	0.0033	-0.048	-0.0568	0.0192	0.0212	0.0412	0.0017	0.0148
5863	5.863	0.0085	-0.0075	-0.0434	-0.0011	0.019	-0.1437	-0.0119	-0.0869	0.0041	0.0148	0.0134	0.0286	0.0053	0.0164
5864	5.864	0.0107	-0.0062	-0.0824	-0.0035	0.028	-0.1301	-0.0018	-0.0797	-0.0144	0.0186	0.0108	0.0401	0.0037	0.0124
5865	5.865	0.0045	-0.0099	-0.1036	-0.0012	0.0189	-0.1178	0	-0.0212	0.0024	-0.0067	0.0245	0.0089	0.0009	0.0113
5866	5.866	0.0137	-0.0043	-0.1099	0.0009	0.0419	-0.0606	0.0118	0.018	-0.0128	-0.01	0.0148	0.0184	0.0035	0.0124
5867	5.867	0.0221	-0.0054	-0.0924	-0.0047	0.0204	0.0748	0.0102	0.0253	-0.0544	0.0109	0.0127	0.0099	-0.0034	0.0093
5868	5.868	0.0144	-0.0027	-0.0552	-0.0029	-0.0118	0.13	0.0061	-0.0197	0.0594	0.0356	0.02	0.018	0.0019	0.0067
5869	5.869	0.0157	0.0032	-0.0115	-0.0105	-0.0172	0.012	0.0048	-0.0253	0.0443	0.0325	0.0237	0.0251	0.0011	0.0024
5870	5.87	0.0018	0.0069	0.0531	-0.0092	0.0095	-0.0035	-0.0009	-0.0093	0.0026	0.0237	0.0398	0.0188	-0.0014	0.0018
5871	5.871	0.0073	0.0103	0.0445	-0.0029	0.0335	-0.0453	-0.0061	0.0051	0.0149	-0.0009	0.0329	0.0131	-0.0066	0.0011
5872	5.872	0.0191	0.0045	0.0367	0.0027	0.0639	-0.0581	-0.0089	0.0096	0.0032	0.009	0.002	-0.0028	-0.0045	0.0007
5873	5.873	0.0206	0.0082	0.0722	0.0017	0.0599	-0.0008	-0.0046	-0.0022	-0.0067	0.0239	-0.0114	-0.0171	-0.004	0.0059
5874	5.874	-0.0002	0.0003	0.0399	0.0044	0.0269	-0.074	-0.001	-0.0057	0.0029	0.0212	-0.0156	-0.0215	-0.0011	0.0066
5875	5.875	-0.021	-0.0028	0.0107	0.0172	-0.0217	-0.0459	0.001	-0.0026	-0.0058	0.0039	-0.0123	-0.0096	0.0014	0.0071
5876	5.876	-0.0237	-0.0114	0.0055	0.0153	-0.0281	-0.0029	-0.0021	0.0061	-0.0135	-0.0074	-0.0026	-0.0132	0.0026	-0.0005
5877	5.877	-0.031	-0.017	-0.0576	0.0137	-0.0107	-0.0578	-0.0038	0.0141	-0.0061	-0.0135	-0.0115	-0.023	-0.003	-0.0015
5878	5.878	-0.0332	-0.0013	-0.0834	0.0091	-0.0479	-0.0367	0.0038	0.0165	-0.0509	-0.004	-0.0253	-0.0142	-0.0024	-0.008
5879	5.879	-0.0026	0.0052	-0.0129	-0.0117	-0.0335	0.0344	0.0208	0.0187	0.0257	-0.0056	-0.0276	-0.0223	-0.0019	-0.0055
5880	5.88	0.0106	0.0072	0.0156	-0.0447	0.0238	0.1576	0.0431	0.0371	0.0157	-0.0101	-0.0254	-0.0099	-0.0003	-0.0049
5881	5.881	0.0145	0.0053	-0.0275	-0.0315	0.0161	0.1407	0.0821	0.0744	-0.1263	-0.0141	0.0012	-0.0033	0.0025	-0.007
5882	5.882	0.0109	-0.0066	-0.0821	-0.0115	0.0374	0.0334	0.0768	0.0482	0.016	-0.0078	-0.0241	-0.0013	0.0049	-0.0066
5883	5.883	0.0141	-0.0142	-0.0465	-0.0007	0.0566	0.047	0.0331	0.0628	0.2565	-0.0045	0.0057	0.008	-0.0022	-0.0095
5884	5.884	0.0169	-0.0156	-0.0141	0.0091	0.0509	0.009	0.0388	0.0761	-0.0389	-0.0075	0.0417	0.0198	-0.0034	-0.0131
5885	5.885	0.0141	-0.0169	-0.0082	0.0063	0.0458	-0.0257	-0.0306	0.1041	-0.0783	-0.0066	0.0561	-0.0031	-0.0008	-0.0108
5886	5.886	0.0068	-0.0066	0.0078	-0.0128	-0.0269	-0.0155	-0.0401	0.0495	0.0299	0.0029	0.0163	0.0001	0	-0.0086
5887	5.887	0.0001	-0.008	0.0126	-0.0201	-0.0997	-0.0629	-0.066	-0.068	-0.0029	-0.0159	-0.0102	0.015	0.0037	-0.0111
5888	5.888	0.0062	-0.0169	0.017	-0.0045	-0.0712	0.0147	-0.0895	0.0162	0.027	-0.0077	-0.0055	0.0124	0.003	-0.0056
5889	5.889	0.008	-0.0114	0.021	0.0139	-0.0626	0.0457	-0.0824	0.0621	-0.0541	0.0296	-0.0098	0.01	-0.0013	-0.0016
5890	5.89	-0.0006	-0.0042	0.0175	0.0211	-0.0549	0.0362	-0.076	-0.1464	-0.0297	0.099	-0.0137	0.0079	-0.0017	-0.0007
5891	5.891	-0.0022	-0.0016	0.0143	0.0099	0.0091	0.0276	-0.0469	-0.1763	0.1269	-0.0433	-0.0028	-0.0104	-0.0032	0.0014
5892	5.892	-0.0064	0.0009	0.0172	-0.0168	0.0348	0.0044	0.0117	-0.0408	-0.0561	-0.0229	0.0004	-0.0031	0.0011	-0.0071
5893	5.893	-0.0053	0.0046	0.0254	-0.0277	0.0113	0.0117	0.035	-0.0164	-0.2272	-0.0413	-0.0025	-0.0096	0.0028	-0.0079
5894	5.894	0.005	0.0081	0.0277	-0.0247	-0.0101	0.0442	0.028	-0.0388	0.019	-0.0581	0.0111	-0.0237	0.0004	-0.0066
5895	5.895	0.012	0.011	0.0299	0.0143	-0.0162	0.0388	0.0345	-0.0589	0.313	-0.0122	0.0284	0.0005	0.0008	-0.0072
5896	5.896	0.0107	0.0081	0.032	0.009	0.0485	-0.0196	0.0289	-0.0034	0.0346	0.0017	0.0306	-0.0159	-0.0038	-0.0022
5897	5.897	0.021	0.0106	0.0304	0.0137	0.0569	-0.0115	0.013	0.0135	-0.0014	0.0141	0.0286	-0.0187	-0.008	0.0025
5898	5.898	0.0223	0.0093	0.0322	0.0004	0.0176	-0.0326	0.0085	-0.0016	0.0318	0.0028	0.0082	-0.0159	-0.0026	0.0022
5899	5.899	0.0134	0.0028	0.0339	-0.0035	-0.0323	-0.0516	0.0045	-0.0432	0.002	0.0132	0.0002	-0.0232	-0.0061	-0.0023
5900	5.9	0.0143	0.0036	0.0353	0.0072	-0.0388	-0.0104	0.0084	-0.0055	-0.0252	0.0039	-0.0068	-0.021	-0.0029	-0.0036
5901	5.901	0.0112	0.0094	0.0442	0.0103	-0.0328	-0.0259	0.0119	0.0063	0.0029	0.0084	-0.0028	-0.0027	-0.0038	-0.0006
5902	5.902	0.0048	0.0072	0.0431	0.0014	-0.0166	-0.0112	0.0089	0.0169	-0.0218	0.0172	0.004	-0.0007	-0.0042	-0.0055
5903	5.903	0.0041	0.0065	0.0588	-0.0014	0.0078	0.0113	0.0117	0.0076	0.0005	0.0095	0.0062	0.0049	-0.0066	0.0013
5904	5.904	-0.0073	0.007	0.0923	-0.004	0.0388	0.0156	0.0086	0.0164	-0.0199	0.0024	0.0007	0.0167	-0.0035	-0.001
5905	5.905	-0.0258	-0.0019	0.0969	-0.0063	0.0508	0.0126	0.0109	0.0243	-0.0386	-0.004	-0.0008	-0.0064	-0.003	-0.0044
5906	5.906	-0.0134	-0.0082	0.057	0.0038	0.0401	0.0628	0.0044	0.0315	-0.022	-0.0214	0.0009	-0.0031	-0.0003	-0.0035
5907	5.907	-0.0021	-0.0027	0.0517	-0.0019	0.0304	0.1132	-0.0015	0.0123	-0.0374	0.0053	0.0219	0.0178	0.0002	-0.0027
5908	5.908	-0.004	-0.0018	0.0373	-0.0037	-0.0025	0.0816	-0.0034	-0.005	-0.0238	0.0007	0.0428	0.0098	0.0048	0.0028
5909	5.909	-0.0527	-0.0059	-0.0285	0.0018	0.0381	0.0045	-0.0024	-0.0476	-0.0116	-0.0037	0.0293	0.0075	0.0009	0.0066
5910	5.91	-0.0768	-0.0069	-0.0415	-0.0029	0.1043	-0.0122	0.0095	-0.0421	-0.0234	0.0083	-0.0078	0.0009	0.0068	0.0038
5911	5.911	-0.0404	0.0041	-0.0935	-0.0043	0.1518	-0.0702	-0.0074	-0.0178	-0.0131	0.0119	-0.0342	-0.0092	0.0092	0.0045
5912	5.912	-0.0065	0.0025	-0.1431	-0.0081	0.126	-0.0617	-0.0052	0.0043	-0.0038	0.0022	-0.0293	-0.0184	0.0101	0.0094
5913	5.913	0.0155	-0.0046	-0.1239	-0.0093	0.0869	0.0031	-0.0031	0.0005	-0.0127	0.0052	-0.0248	-0.0065	0.0021	0.0102
5914	5.914	0.0195	-0.0135	-0.0948	-0.0021	0.0086	-0.0049	-0.0049	-0.003	-0.0051	0.0025	-0.0286	-0.0295	0.0013	0.0132
5915	5.915	-0.0132	-0.0104	-0.0791	0.0082	-0.1061	-0.012	0.0036	-0.0061	-0.0124	0.005	-0.0249	-0.0791	0.0045	0.0149
5916	5.916	-0.0087	-0.0053	-0.0648	0.004	-0.2438	0.0101	0.0052	0.0089	-0.0062	-0.0061	-0.0216	-0.1575	0.0074	0.0162
5917	5.917	0.0032	-0.0008	-0.0606	0.0102	-0.3364	0.0302	0.0012	0.0118	-0.0007	-0.008	-0.0243	-0.001	0.0153	0.0211
5918	5.918	-0.0003	0	-0.0725	0.0092	-0.1851	0.0138	0.0001	0.0192	0.0043	-0.0097	-0.0269	0.0213	0.025	0.0229
5919	5.919	-0.0034	-0.0008	-0.0834	0.006	-0.0021	-0.0225	-0.0169	0.0348	-0.0103	-0.0079	-0.0196	0.0415	0.0288	0.0213
5920	5.92	0.0054	-0.0044	-0.0404	0.0033	0.0223	-0.0169	-0.0391	0.0163	-0.0061	0.0061	-0.0173	0.023	0.0322	0.0249
5921	5.921	0.0192	-0.0039	0.0125	-0.0097	-0.0449	-0.0293	-0.0362	0.004	-0.018	0.0304	-0.0314	0.0397	0.0313	0.028
5922	5.922	0.0168	0.0013	0.0195	-0.0004	-0.0247	0.0154	-0.006	0.0062	-0.0073	0.0272	-0.022	0.0549	0.0323	0.026
5923	5.923	0.0103	0.009	0.013	0.0114	0.0309	0.0336	0.014	0.0367	0.0221	0.0422	-0.0169	0.0409	0.0316	0.0279
5924	5.924	0.0042	0.0099	0.0186	0.0038	0.0476	0.0292	0.0177	0.0674	-0.0222	0.0723	-0.0153	0.0534	0.0295	0.0332
5925	5.925	0.0098	0.009	0.0133	0.0051	0.0627	0.0443	0.008	0.0712	-0.0281	0.0124	-0.0084	0.0188	0.0374	0.0447
5926	5.926	0.0047	0.0132	0.0085	-0.0088	0.0209	0.0319	0.023	0.0165	-0.0337	-0.0651	-0.0095	0.0291	0.0532	0.0565
5927	5.927	0.0062	0.0046	0.0129	-0.0069	-0.017	0.0209	0.0204	-0.0698	-0.0295	-0.0546	-0.0127	0.0196	0.0645	0.058
5928	5.928	0.0049	0.0056	0.0089	-0.0052	-0.0055	0.0181	0.0132	0.0107	-0.0959	-0.0262	-0.0199	0.0283	0.0503	0.0455
5929	5.929	0.0137	0.0108	0.0196	-0.0007	0.0048	0.0286	0.0112	-0.0414	-0.0299	-0.0176	-0.0135	0.0205	0.0262	0.0234
5930	5.93	0.0106	0.0099	0.0225	0.0006	0.0143	0.0502	0.0053	-0.1077	0.0993	-0.0099	-0.0023	0.0276	0.0098	0.0146
5931	5.931	0.0097	0.0141	0.0134	-0.0006	0.0572	0.0811	-0.0001	-0.0646	0.1916	-0.0029	-0.0007	0.0084	0.0069	0.0064
5932	5.932	0.0163	0.0118	0.0103	0.0026	0.0337	0.07	-0.0016	-0.01	-0.0613	0.0035	0.009	0.0027	-0.0122	-0.026
5933	5.933	0.0122	0.0137	0.0171	-0.0004	0.0124	0.016	-0.0029	-0.0032	-0.0976	-0.0023	0.0204	-0.0131	-0.0295	-0.0658
5934	5.934	0.0086	0.0179	0.0146	0.0005	-0.0069	0.0087	0.0041	0.0159	0.0007	0.0029	0.025	-0.0178	-0.0498	-0.0712
