permutation,null_auc
245,0.5432692307692307
246,0.5384615384615385
247,0.5336538461538461
248,0.5336538461538463
249,0.5913461538461539
250,0.2884615384615385
251,0.548076923076923
252,0.6298076923076923
253,0.22115384615384615
254,0.4951923076923077
255,0.5336538461538461
256,0.4423076923076923
257,0.3365384615384615
258,0.2692307692307692
259,0.6105769230769231
260,0.6442307692307693
261,0.735576923076923
262,0.46153846153846156
263,0.6923076923076923
264,0.5817307692307692
265,0.23557692307692307
266,0.3028846153846154
267,0.5528846153846154
268,0.6875
269,0.3076923076923077
270,0.49038461538461536
271,0.6009615384615384
272,0.20192307692307693
273,0.27884615384615385
274,0.5096153846153846
275,0.1875
276,0.5625
277,0.6875
278,0.34134615384615385
279,0.2451923076923077
280,0.5240384615384616
281,0.5961538461538463
282,0.4903846153846153
283,0.45192307692307687
284,0.4951923076923077
285,0.22596153846153846
286,0.47115384615384615
287,0.5336538461538463
288,0.6538461538461539
289,0.5048076923076923
290,0.6923076923076923
291,0.5865384615384616
292,0.6971153846153846
293,0.3269230769230769
294,0.5384615384615384
295,0.28846153846153844
296,0.3894230769230769
297,0.10576923076923077
298,0.4903846153846154
299,0.5144230769230769
300,0.7211538461538461
301,0.23076923076923078
302,0.6442307692307693
303,0.6346153846153846
304,0.6634615384615385
305,0.16826923076923075
306,0.375
307,0.5769230769230769
308,0.30288461538461536
309,0.44230769230769235
310,0.4230769230769231
311,0.3509615384615385
312,0.4951923076923077
313,0.3076923076923077
314,0.4134615384615385
315,0.6057692307692307
316,0.35096153846153844
317,0.5144230769230769
318,0.3798076923076923
319,0.4759615384615385
320,0.28846153846153844
321,0.4182692307692307
322,0.5480769230769231
323,0.4134615384615385
324,0.6394230769230769
325,0.4471153846153846
326,0.5096153846153846
327,0.6201923076923077
328,0.5096153846153846
329,0.42788461538461536
330,0.326923076923077
331,0.4855769230769231
332,0.3461538461538462
333,0.5144230769230769
334,0.4855769230769231
335,0.6153846153846154
336,0.4278846153846154
337,0.3653846153846154
338,0.6826923076923077
339,0.18269230769230768
340,0.4375
341,0.37019230769230765
342,0.8028846153846154
343,0.30769230769230765
344,0.3942307692307692
345,0.5480769230769231
346,0.5913461538461537
347,0.4278846153846154
348,0.5961538461538461
349,0.39903846153846156
350,0.46153846153846156
351,0.47115384615384615
352,0.2644230769230769
353,0.29807692307692313
354,0.6730769230769231
355,0.5913461538461537
356,0.6153846153846154
357,0.6346153846153846
358,0.43750000000000006
359,0.5048076923076923
360,0.36538461538461536
361,0.07211538461538461
362,0.5625
363,0.5673076923076923
